review_text,rating,author,date,nama desa wisata,provinsi
"Masuknya tidak bayar, hanya bayar sewa jika naik kapal atau Speedboat saja, dan itupun sangat murah dan seruuuuuu. Tempatnya (hutan-hutanya) masih alami dan asri, kamar mandi nya bersih.",5,Thamira Umardi,2021-01-24T12:54:17.414Z,Mangrove Kurau,Kepulauan Bangka Belitung
Senang,5,Alfa alfian Rouf,2021-01-15T11:09:04.003Z,Mangrove Kurau,Kepulauan Bangka Belitung
Indah,5,Dr. Otomotif Bangka Belitung,2021-01-06T08:30:00.631Z,Mangrove Kurau,Kepulauan Bangka Belitung
Tempatnya ssmakin bagus. Trek di mangrove nya semakin panjang.,5,Ahmad Zulfikar,2021-01-04T04:13:35.178Z,Mangrove Kurau,Kepulauan Bangka Belitung
Good,5,Oppo A71/3,2021-01-02T14:04:43.096Z,Mangrove Kurau,Kepulauan Bangka Belitung
Seru saat naik speedboad... apalgi waktu di tikungan tajam...,5,Rido Junalian,2020-12-31T14:57:31.508Z,Mangrove Kurau,Kepulauan Bangka Belitung
Klo mau berpetualang kecil2an dlm hutan ngajak bocil boleh juga,5,Annizargiyarni,2020-12-31T09:49:39.101Z,Mangrove Kurau,Kepulauan Bangka Belitung
Indah ciptakan,5,Nia /Lavenia,2020-12-28T14:35:46.485Z,Mangrove Kurau,Kepulauan Bangka Belitung
Seru naik speedboatnya meskipun rada takut 🤣 bisa jalan-jalan juga mengelilingi mangrovenya...,5,Husnul Khotimah,2020-12-14T08:28:57.343Z,Mangrove Kurau,Kepulauan Bangka Belitung
Menyenangkan apalagi kita naik motorboot,4,siti saidah,2020-12-14T00:41:51.905Z,Mangrove Kurau,Kepulauan Bangka Belitung
Lumayan menjanjikan tuk tempat rekreasi,5,Erwin Saputra,2020-12-10T09:42:05.153Z,Mangrove Kurau,Kepulauan Bangka Belitung
Sejuk. Nyaman. & lebat pohonya,5,Rachman niko,2020-12-04T05:35:38.082Z,Mangrove Kurau,Kepulauan Bangka Belitung
Tempat ini banyak peminat bola voly,5,Dika Randika,2020-11-29T22:20:38.971Z,Mangrove Kurau,Kepulauan Bangka Belitung
Keren... Destinasi yg harus dikunjungi....,5,nyayu fahriatul,2020-11-24T09:31:20.683Z,Mangrove Kurau,Kepulauan Bangka Belitung
"tempatnya mantap, mohon dipertahankan.",5,Ape Ge Yo,2020-11-24T07:59:14.227Z,Mangrove Kurau,Kepulauan Bangka Belitung
Tempat ini bisa memberikan edukasi tentang pentingnya mangrove bagi kelangsungan ekosistem pesisir khususnya. Perjalanan mnuju hutan menggunakan speed boat kecil berkapasitas kurleb 9-10 org dgn tarif hanya 20k  pp per orangnya. Lokasi hutannya masih sangat asri dan terjaga dengan dominasi mangrove jenis rhizopora serta bruguiera yang bisa diamati dengan berjalan disepanjang track yg sdh disediakan. Bagi yang mau berkunjung kesini agar menyiapkan makanan dan minuman sendiri krn di dlm hutan nggak ada yg jualan dan perlu diingat untuk nggak membuang sampah sembarangan krn tempat sampah byk tersebar di bbrp track. Dari segi pelayanannya terbilang baik. Overall tempat ini worth it utk dikunjungi,5,rie,2020-11-22T08:57:34.468Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Wisata hutan bakau yang keren.. jalurnya bagus.  Bisa jalan, bisa juga menyewa speadboat..",5,Awangga Kusuma,2020-11-19T07:26:01.385Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Asik banget, wisata kesini sekalian bantu penduduk merawat dan melestarikan mangrove dan menambah income buat mereka",5,Roy Agus Tio,2020-11-15T13:12:54.853Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Mantap..
Teruskan dan Perbanyak Spot Foto Foto",5,Muhammad Ari Anugrah,2020-10-31T08:27:40.817Z,Mangrove Kurau,Kepulauan Bangka Belitung
Naik perahu lebih nikmat,5,Muhammad Achdan,2020-10-22T04:40:27.978Z,Mangrove Kurau,Kepulauan Bangka Belitung
Top,5,MDR Love,2020-09-24T10:51:00.371Z,Mangrove Kurau,Kepulauan Bangka Belitung
Salah satu tempat wisata alternatif yang rekommended untuk di kunjungi.,5,Zaky Abdurrauf,2020-09-08T11:02:15.305Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Tempatnya bagus, dirawat sama masyarakat sekitar, bisa naik perahunya 20k/orang seru banget, bisa ngajuin minta bibit mangrive juga",5,hasna jamilah,2020-08-30T12:04:55.840Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Tempat yang sangat bagus untuk kabur sesaat dari realita kehidupan dan berlibur. Hutan mangrove asri yang sudah disulap sedemikian rupa hingga sangat kekinian untuk berfoto atau sekedar menikmati emandangan dan hijau daun. Banyak spot foto bagus seperti jam dari kayu, rumah pohon, jembatan gantung dll.",5,Mufidah-VANCACOA,2020-08-26T03:15:29.380Z,Mangrove Kurau,Kepulauan Bangka Belitung
