review_text,rating,author,date,nama desa wisata,provinsi
Sebenernya bagus sayangnya masyarakat Dan tamu harus diedukasi ttg sampah. Lalu ditingkatkan lagi Sarana Dan prasarana pendukungnya agar tampak bagus Tanpa menghilangkan Rasa aslinya.,4,Diah Paramitha,2025-06-24T15:27:14.964Z,Nagari Pariangan,Sumatera Barat
Ya bagus sih tapi kuranggreget aja tempatnya,5,Adris Aad,2025-06-11T23:06:00.356Z,Nagari Pariangan,Sumatera Barat
"Keren. Tempat bersih, sejuk dan sangat nyaman. Semoga pemerintah daerah dan masyarakat dapat meningkatkan akses serta juga fasilitas dilokasi.",5,Ardiles Helmi,2025-06-10T12:34:57.371Z,Nagari Pariangan,Sumatera Barat
"Pemandangannya sangat indah, jalan cukup kecil dan menanjak",4,Reza Rahmatullah,2025-05-22T12:25:49.414Z,Nagari Pariangan,Sumatera Barat
Pemandangan alam nya cukup bagus dan sejuk,5,yoni andra,2025-05-16T10:41:30.392Z,Nagari Pariangan,Sumatera Barat
Pemandangannya bagus banget,5,aa imron,2025-05-13T05:14:07.461Z,Nagari Pariangan,Sumatera Barat
"Seperti kepingan syurga yg jatuh ke bumi, udara begitu sejuk, air jernih tanpa henti utk mengalir, sungguh memanjakan mata.",5,Ahmad Fitri Naldi,2025-05-01T03:47:29.737Z,Nagari Pariangan,Sumatera Barat
Masyaallah,5,Kornel Mainof,2025-04-28T12:01:29.851Z,Nagari Pariangan,Sumatera Barat
"Desanya tidak jauh dari jalan raya....jalan masuknya sempit...kalau selisih 2 mobil agak susah, harus mengalah 1 mobilnya... viewnya indah banget, makanannya lumayan ringan utk bersantai ria... tapi kemaren karna lebaran jd apa yang di pesan kadang di ok kan tapi ujungnya bilang udah habis..untuk rasa B aja makananya... tapi kalau untuk menikmati pemandangan sama cemil2 aja ....cocok menurut aku....mau shlat juga bisa...karena mesjidnya lumayan besar... tapi mgkn memang karena lebaran...jadi wcnya kurang bersih",4,Indra Wati Mukriah,2025-04-24T16:40:08.360Z,Nagari Pariangan,Sumatera Barat
"Dlu kesini pas kuliah KKL tahun 2015
Memang indah pemandangan disini dan suasana nya itu tidak akan bisa didapat di tempat lain.
Di sini ada mesjid tua yg didekat nya ada pemandian airpanas.",5,Roni Putra,2025-04-21T11:18:35.688Z,Nagari Pariangan,Sumatera Barat
